"RECEIVER_CUSTOMER","BA_NO","SERVICE_RECEIVER_ID","CHARGE_CODE","CANCEL_CHARGE_TYPE","EFFECTIVE_DATE","AMOUNT","PERIOD_START_DATE","PERIOD_END_DATE","CICLO"
"128617984","749999337","193254447",FRTRPL_022,CRD,"2026-07-27 00:00:00.0000000",-4.52,"2026-06-30 00:00:00.0000000","2026-07-01 00:00:00.0000000","20260727"
"131958587","755004797","198079976",FRIRPL_003,CRD,"2026-07-27 00:00:00.0000000",-2.53967,"2026-06-30 00:00:00.0000000","2026-06-30 00:00:00.0000000","20260727"
"132454786","755790992","198632838",RC_PLANRE565,CRD,"2026-07-27 00:00:00.0000000",-4.22333,"2026-07-16 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260727"
"134306581","758807113","200983081",RC_PLANRE594,CRD,"2026-07-27 00:00:00.0000000",-12.397,"2026-07-17 00:00:00.0000000","2026-07-27 00:00:00.0000000","20260727"
"134928887","759769619","201660817",RC_PLANRE565,CRD,"2026-07-27 00:00:00.0000000",-7.602,"2026-07-16 00:00:00.0000000","2026-07-24 00:00:00.0000000","20260727"
"135266189","760274474","202031222",RC_PLANRE499,CRD,"2026-07-27 00:00:00.0000000",-12.694,"2026-07-17 00:00:00.0000000","2026-07-22 00:00:00.0000000","20260727"
"135266189","760274474","202031222",RCD_DESRE177,DSC,"2026-07-27 00:00:00.0000000","6.348","2026-07-17 00:00:00.0000000","2026-07-22 00:00:00.0000000","20260727"
"136155097","761592950","203012061",RC_PLANRE567,CRD,"2026-07-27 00:00:00.0000000",-2.534,"2026-07-16 00:00:00.0000000","2026-07-18 00:00:00.0000000","20260727"
"136065448","761456154","202919289",RC_PLANRE576,CRD,"2026-07-15 00:00:00.0000000",-28.175,"2026-06-16 00:00:00.0000000","2026-07-10 00:00:00.0000000","20260715"
"49229649","369862062","69862062",RC_PLANRE495,CRD,"2026-07-15 00:00:00.0000000",-2.42667,"2026-06-16 00:00:00.0000000","2026-06-16 00:00:00.0000000","20260715"
"133935452","758248388","200583065",RC_PLANRE594,CRD,"2026-07-23 00:00:00.0000000",-2.254,"2026-06-26 00:00:00.0000000","2026-06-27 00:00:00.0000000","20260723"
"135499769","760613227","202290061",RC_PLANRE501,CRD,"2026-06-23 00:00:00.0000000",-3.82194,"2026-06-12 00:00:00.0000000","2026-06-13 00:00:00.0000000","20260623"
"134553315","759196230","201258657",RC_PLANRE576,CRD,"2026-07-23 00:00:00.0000000",-12.397,"2026-07-13 00:00:00.0000000","2026-07-23 00:00:00.0000000","20260723"
"134216478","758688330","200878065",FRIRDE_166,DSC,"2026-06-23 00:00:00.0000000","1.91355","2026-05-24 00:00:00.0000000","2026-05-24 00:00:00.0000000","20260623"
"134216478","758688330","200878065",FRIRPL_003,CRD,"2026-06-23 00:00:00.0000000",-2.45774,"2026-05-24 00:00:00.0000000","2026-05-24 00:00:00.0000000","20260623"
"51282375","726615527","169315326",RC_PLANRE576,CRD,"2026-06-23 00:00:00.0000000",-9.81581,"2026-05-27 00:00:00.0000000","2026-06-04 00:00:00.0000000","20260623"
"136413163","761967602","203303379",RC_PLANRE594,CRD,"2026-07-20 00:00:00.0000000",-1.127,"2026-07-07 00:00:00.0000000","2026-07-07 00:00:00.0000000","20260720"
"135802574","761077112","202648699",RC_PLANRE576,CRD,"2026-07-20 00:00:00.0000000",-15.778,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136379070","761920158","203262066",FRTRDE_149,DSC,"2026-07-20 00:00:00.0000000","1.13","2026-07-07 00:00:00.0000000","2026-07-08 00:00:00.0000000","20260720"
"136379070","761920158","203262066",FRTRPL_022,CRD,"2026-07-20 00:00:00.0000000",-4.52,"2026-07-07 00:00:00.0000000","2026-07-08 00:00:00.0000000","20260720"
"136414173","761977291","203294362",RC_PLANRE565,CRD,"2026-07-20 00:00:00.0000000",-11.8253,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136422071","761978455","203307335",RC_PLANRE565,CRD,"2026-07-20 00:00:00.0000000",-11.8253,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136097483","761509723","202952622",RC_PLANRE594,CRD,"2026-07-20 00:00:00.0000000",-1.127,"2026-07-07 00:00:00.0000000","2026-07-07 00:00:00.0000000","20260720"
"136113080","761534225","202972537",RC_PLANRE576,CRD,"2026-07-20 00:00:00.0000000",-15.778,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136420180","761986566","203308577",RC_PLANRE501,CRD,"2026-07-20 00:00:00.0000000",-27.6453,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136416800","761969950","203290012",RC_PLANRE565,CRD,"2026-07-20 00:00:00.0000000",-11.8253,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136418109","761974663","203305652",RC_PLANRE557,CRD,"2026-07-20 00:00:00.0000000",-15.778,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136433407","761986972","203292166",RC_PLANRE565,CRD,"2026-07-20 00:00:00.0000000",-11.8253,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136416820","761979687","203305708",RC_PLANRE594,CRD,"2026-07-20 00:00:00.0000000",-15.778,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"135805637","761082122","202640408",RC_PLANRE565,CRD,"2026-07-20 00:00:00.0000000",-11.8253,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136102433","761518436","202959567",RC_PLANRE576,CRD,"2026-07-20 00:00:00.0000000",-19.159,"2026-06-21 00:00:00.0000000","2026-07-07 00:00:00.0000000","20260720"
"136107530","761528310","202977777",RC_PLANRE497,CRD,"2026-07-20 00:00:00.0000000",-31.598,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136107530","761528310","202977777",RCD_DESRE177,DSC,"2026-07-20 00:00:00.0000000","15.8013","2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136421838","761988701","203314540",RC_PLANRE557,CRD,"2026-07-20 00:00:00.0000000",-15.778,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136431132","761996591","203316843",RC_PLANRE576,CRD,"2026-07-20 00:00:00.0000000",-15.778,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"108344149","761980285","203310117",RC_PLANRE565,CRD,"2026-07-20 00:00:00.0000000",-11.8253,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"136400140","761949235","203312435",RC_PLANRE594,CRD,"2026-07-20 00:00:00.0000000",-5.635,"2026-07-07 00:00:00.0000000","2026-07-11 00:00:00.0000000","20260720"
"136426541","761984258","203308774",RC_PLANRE557,CRD,"2026-07-20 00:00:00.0000000",-15.778,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"135796652","761080448","202638154",RC_PLANRE565,CRD,"2026-07-20 00:00:00.0000000",-11.8253,"2026-07-07 00:00:00.0000000","2026-07-20 00:00:00.0000000","20260720"
"135955814","761299380","202801528",RC_PLANRE501,CRD,"2026-07-05 00:00:00.0000000",-23.696,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"134837013","759630550","201576567",RC_PLANRE561,CRD,"2026-07-23 00:00:00.0000000",-1.014,"2026-06-24 00:00:00.0000000","2026-06-24 00:00:00.0000000","20260723"
"134870013","759684374","201601207",RC_PLANRE576,CRD,"2026-07-23 00:00:00.0000000",-12.397,"2026-07-13 00:00:00.0000000","2026-07-23 00:00:00.0000000","20260723"
"128436668","749710277","192932819",FRTRCH_005,CRD,"2026-07-15 00:00:00.0000000",-0.381333,"2026-06-19 00:00:00.0000000","2026-06-19 00:00:00.0000000","20260715"
"128436668","749710277","192932819",FRTRPL_020,CRD,"2026-07-15 00:00:00.0000000",-1.31367,"2026-06-19 00:00:00.0000000","2026-06-19 00:00:00.0000000","20260715"
"132306665","755553308","198459979",RC_PLANRE576,CRD,"2026-07-15 00:00:00.0000000",-14.651,"2026-07-03 00:00:00.0000000","2026-07-15 00:00:00.0000000","20260715"
"132993748","756671941","199300026",RC_PLANRE576,CRD,"2026-06-09 00:00:00.0000000",-13.0877,"2026-05-13 00:00:00.0000000","2026-05-24 00:00:00.0000000","20260609"
"132173942","755344035","198335938",FRIRPL_003,CRD,"2026-06-09 00:00:00.0000000",-49.1548,"2026-05-21 00:00:00.0000000","2026-06-09 00:00:00.0000000","20260609"
"134214951","758675891","200863785",RC_PLANRE553,CRD,"2026-07-23 00:00:00.0000000",-5.18667,"2026-07-13 00:00:00.0000000","2026-07-16 00:00:00.0000000","20260723"
"126843401","747037991","189932241",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-7.449,"2026-06-12 00:00:00.0000000","2026-06-14 00:00:00.0000000","20260705"
"134039100","758420469","200682778",FRIRRE_006,DSC,"2026-07-05 00:00:00.0000000","0.565","2026-06-24 00:00:00.0000000","2026-06-24 00:00:00.0000000","20260705"
"134039100","758420469","200682778",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-1.97467,"2026-06-24 00:00:00.0000000","2026-06-24 00:00:00.0000000","20260705"
"136265906","761755621","203133081",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-3.381,"2026-06-24 00:00:00.0000000","2026-06-26 00:00:00.0000000","20260705"
"134034611","758413482","200656999",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-13.524,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"135327119","760373732","202109610",RC_PLANRE501,CRD,"2026-07-05 00:00:00.0000000",-19.7467,"2026-06-26 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"136241717","761717972","203114702",RC_PLANRE594,CRD,"2026-07-05 00:00:00.0000000",-1.127,"2026-06-24 00:00:00.0000000","2026-06-24 00:00:00.0000000","20260705"
"136243713","761719000","203114075",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-7.889,"2026-06-24 00:00:00.0000000","2026-06-30 00:00:00.0000000","20260705"
"123418628","740720957","183151370",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-42.211,"2026-06-06 00:00:00.0000000","2026-06-22 00:00:00.0000000","20260705"
"123698320","741330537","183693245",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-2.257,"2026-06-08 00:00:00.0000000","2026-06-08 00:00:00.0000000","20260705"
"127196229","747651663","190641122",FRTRPL_022,CRD,"2026-07-05 00:00:00.0000000",-4.52,"2026-06-24 00:00:00.0000000","2026-06-25 00:00:00.0000000","20260705"
"129248627","761284603","202773805",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-11.27,"2026-06-26 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"135006826","759883287","201753416",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-5.635,"2026-06-26 00:00:00.0000000","2026-06-30 00:00:00.0000000","20260705"
"135926926","761258876","202778008",RCD1_DESMOV3_1,DSC,"2026-07-05 00:00:00.0000000","0.608","2026-06-24 00:00:00.0000000","2026-06-26 00:00:00.0000000","20260705"
"135926926","761258876","202778008",RC_PLANRE561,CRD,"2026-07-05 00:00:00.0000000",-3.042,"2026-06-24 00:00:00.0000000","2026-06-26 00:00:00.0000000","20260705"
"135955429","761298769","202805352",RC_PLANRE594,CRD,"2026-07-05 00:00:00.0000000",-4.508,"2026-06-24 00:00:00.0000000","2026-06-27 00:00:00.0000000","20260705"
"136254329","761743188","203117162",RC_PLANRE565,CRD,"2026-07-05 00:00:00.0000000",-1.68933,"2026-06-24 00:00:00.0000000","2026-06-25 00:00:00.0000000","20260705"
"136255625","761734741","203125675",RC_PLANRE592,CRD,"2026-07-05 00:00:00.0000000",-16.912,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"136263325","761760640","203133386",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-13.524,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"136279529","761773807","203151038",RC_PLANRE565,CRD,"2026-07-05 00:00:00.0000000",-0.844667,"2026-06-24 00:00:00.0000000","2026-06-24 00:00:00.0000000","20260705"
"51623631","705906686","46881392",RC_PLANRE449,CRD,"2026-07-05 00:00:00.0000000",-0.901,"2026-07-05 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"134977931","759848839","201741559",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-1.97467,"2026-06-12 00:00:00.0000000","2026-06-12 00:00:00.0000000","20260705"
"134994433","759873128","201752170",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-4.508,"2026-06-26 00:00:00.0000000","2026-06-29 00:00:00.0000000","20260705"
"135300231","760341263","202090013",RC_PLANRE594,CRD,"2026-07-05 00:00:00.0000000",-1.127,"2026-06-24 00:00:00.0000000","2026-06-24 00:00:00.0000000","20260705"
"135946638","761287504","202786790",RC_PLANRE594,CRD,"2026-07-05 00:00:00.0000000",-13.524,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"136240031","761716532","203102211",RC_PLANRE565,CRD,"2026-07-05 00:00:00.0000000",-10.136,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"55719140","103692188","103692188",RC_PLANRE497,CRD,"2026-07-05 00:00:00.0000000",-2.257,"2026-07-05 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"131014848","753567781","196924051",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-38.095,"2026-06-21 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"132164848","755334448","198315074",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-13.524,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"134011248","758370836","200655434",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-5.924,"2026-06-12 00:00:00.0000000","2026-06-14 00:00:00.0000000","20260705"
"135000549","759885568","201750055",RC_PLANRE497,CRD,"2026-07-05 00:00:00.0000000",-6.771,"2026-06-26 00:00:00.0000000","2026-06-28 00:00:00.0000000","20260705"
"135000549","759885568","201750055",RCD_DESRE177,DSC,"2026-07-05 00:00:00.0000000","3.386","2026-06-26 00:00:00.0000000","2026-06-28 00:00:00.0000000","20260705"
"135312141","760345561","202098937",RC_PLANRE497,CRD,"2026-07-05 00:00:00.0000000",-6.771,"2026-06-24 00:00:00.0000000","2026-06-26 00:00:00.0000000","20260705"
"135312141","760345561","202098937",RCD_DESRE177,DSC,"2026-07-05 00:00:00.0000000","3.386","2026-06-24 00:00:00.0000000","2026-06-26 00:00:00.0000000","20260705"
"135626448","760814766","202437118",RC_PLANRE557,CRD,"2026-07-05 00:00:00.0000000",-13.524,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"135651643","760859731","202480785",RC_PLANRE497,CRD,"2026-07-05 00:00:00.0000000",-2.257,"2026-06-26 00:00:00.0000000","2026-06-26 00:00:00.0000000","20260705"
"135922248","761249573","202758245",FRIRDE_201,DSC,"2026-07-05 00:00:00.0000000","0.282333","2026-06-24 00:00:00.0000000","2026-06-24 00:00:00.0000000","20260705"
"135922248","761249573","202758245",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-2.53967,"2026-06-24 00:00:00.0000000","2026-06-24 00:00:00.0000000","20260705"
"135966241","761311441","202789863",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-6.762,"2026-06-24 00:00:00.0000000","2026-06-29 00:00:00.0000000","20260705"
"53480056","702099996","98408675",RC_PLANRE449,CRD,"2026-07-05 00:00:00.0000000",-0.901,"2026-06-08 00:00:00.0000000","2026-06-08 00:00:00.0000000","20260705"
"134375954","758926679","201077131",RC_PLANRE594,CRD,"2026-07-05 00:00:00.0000000",-1.127,"2026-06-26 00:00:00.0000000","2026-06-26 00:00:00.0000000","20260705"
"135342559","760385813","202127320",RC_PLANRE565,CRD,"2026-07-05 00:00:00.0000000",-0.844666,"2026-06-06 00:00:00.0000000","2026-06-06 00:00:00.0000000","20260705"
"136274559","761767016","203126673",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-6.76,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"136276050","761766672","203143660",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-6.762,"2026-06-24 00:00:00.0000000","2026-06-29 00:00:00.0000000","20260705"
"50831061","324327931","24327931",RC_PLANRE565,CRD,"2026-07-05 00:00:00.0000000",-0.844667,"2026-06-08 00:00:00.0000000","2026-06-08 00:00:00.0000000","20260705"
"51391566","334249642","34249642",RC1_STC4553,CRD,"2026-07-05 00:00:00.0000000",-6.774,"2026-06-08 00:00:00.0000000","2026-06-09 00:00:00.0000000","20260705"
"104157069","704800758","131248915",RC_PLANRE561,CRD,"2026-07-05 00:00:00.0000000",-6.084,"2026-06-10 00:00:00.0000000","2026-06-15 00:00:00.0000000","20260705"
"127966662","761610099","203023806",RC_PLANRE565,CRD,"2026-07-05 00:00:00.0000000",-10.136,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"133714860","757874349","200270599",RC_PLANRE594,CRD,"2026-07-05 00:00:00.0000000",-13.524,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"134667662","759376694","201391907",RC_PLANRE561,CRD,"2026-07-05 00:00:00.0000000",-12.168,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"134686662","759395512","201411227",RC_PLANRE594,CRD,"2026-07-05 00:00:00.0000000",-1.127,"2026-06-26 00:00:00.0000000","2026-06-26 00:00:00.0000000","20260705"
"135631364","760819634","202456583",RC_PLANRE565,CRD,"2026-07-05 00:00:00.0000000",-6.75733,"2026-06-06 00:00:00.0000000","2026-06-13 00:00:00.0000000","20260705"
"135665068","760867692","202489276",RC_PLANRE594,CRD,"2026-07-05 00:00:00.0000000",-2.254,"2026-06-26 00:00:00.0000000","2026-06-27 00:00:00.0000000","20260705"
"135937669","761266006","202780796",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-6.76199,"2026-06-06 00:00:00.0000000","2026-06-11 00:00:00.0000000","20260705"
"135943560","761272728","202776781",RC_PLANRE565,CRD,"2026-07-05 00:00:00.0000000",-10.136,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"135949963","761291779","202785012",RC_PLANRE561,CRD,"2026-07-05 00:00:00.0000000",-12.168,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"136212563","761675846","203074678",FRIRDE_201,DSC,"2026-07-05 00:00:00.0000000","3.388","2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"136212563","761675846","203074678",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-30.476,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"136245067","761734941","203125316",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-13.524,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"136279368","761773512","203148500",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-9.016,"2026-06-24 00:00:00.0000000","2026-07-01 00:00:00.0000000","20260705"
"49368474","359265831","59265831",RC_PLANRE449,CRD,"2026-07-05 00:00:00.0000000",-0.901,"2026-06-10 00:00:00.0000000","2026-06-10 00:00:00.0000000","20260705"
"134038971","758420340","200674853",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-5.07933,"2026-06-06 00:00:00.0000000","2026-06-07 00:00:00.0000000","20260705"
"134686273","759402011","201394363",RC_PLANRE594,CRD,"2026-07-05 00:00:00.0000000",-5.635,"2026-06-26 00:00:00.0000000","2026-06-30 00:00:00.0000000","20260705"
"135314475","760355963","202117148",RC_PLANRE594,CRD,"2026-07-05 00:00:00.0000000",-11.27,"2026-06-26 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"135335977","760381166","202118108",RC_PLANRE493,CRD,"2026-07-05 00:00:00.0000000",-33.864,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"135643676","760836329","202476610",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-11.27,"2026-06-26 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"135645870","760847521","202468432",RC_PLANRE565,CRD,"2026-07-05 00:00:00.0000000",-10.136,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"135935473","761268844","202777635",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-13.524,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"136241776","761727851","203110887",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-9.016,"2026-06-24 00:00:00.0000000","2026-07-01 00:00:00.0000000","20260705"
"136272878","761762257","203148557",RC_PLANRE594,CRD,"2026-07-05 00:00:00.0000000",-1.127,"2026-06-24 00:00:00.0000000","2026-06-24 00:00:00.0000000","20260705"
"136284273","761787481","203154696",RC_PLANRE565,CRD,"2026-07-05 00:00:00.0000000",-10.136,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"131015288","753560373","196948048",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-1.97467,"2026-06-08 00:00:00.0000000","2026-06-08 00:00:00.0000000","20260705"
"134028880","758399742","200675221",RC_PLANRE497,CRD,"2026-07-05 00:00:00.0000000",-27.084,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
"134055188","758439698","200697070",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-5.635,"2026-06-26 00:00:00.0000000","2026-06-30 00:00:00.0000000","20260705"
"134057082","758454181","200681142",RC_PLANRE565,CRD,"2026-07-05 00:00:00.0000000",-2.534,"2026-06-26 00:00:00.0000000","2026-06-28 00:00:00.0000000","20260705"
"135605583","760778342","202434624",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-2.53967,"2026-06-24 00:00:00.0000000","2026-06-24 00:00:00.0000000","20260705"
"135622889","760810302","202436679",FRIRPL_003,CRD,"2026-07-05 00:00:00.0000000",-1.97467,"2026-06-24 00:00:00.0000000","2026-06-24 00:00:00.0000000","20260705"
"135631884","760820773","202451419",RC_PLANRE594,CRD,"2026-07-05 00:00:00.0000000",-1.127,"2026-06-26 00:00:00.0000000","2026-06-26 00:00:00.0000000","20260705"
"136277480","761770777","203152326",RC_PLANRE576,CRD,"2026-07-05 00:00:00.0000000",-13.524,"2026-06-24 00:00:00.0000000","2026-07-05 00:00:00.0000000","20260705"
